,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
75391,75355,Australia,South Australia,Barossa Valley,Two Hands,Two Hands 2007 Gnarly Dudes Shiraz (Barossa Valley),Shiraz,35.0,91,Joe Czerwinski,"Two Hands' 2007 Gnarly Dudes is a nicely balanced wine, managing to be full bodied and supple in tannins while still coming in under 15% alcohol. Brown sugar and cinnamon shadings accent the main plum and earth elements, all wrapped up in a long, spicy finish. Drink now-2017.",Gnarly Dudes,@JoeCz
75393,75357,Australia,South Australia,McLaren Vale,Oliverhill,Oliverhill 2008 Jimmy Section Shiraz (McLaren Vale),Shiraz,37.0,91,Joe Czerwinski,"Oliverhill seems to have hit the mark in 2008 with their Jimmy Section Shiraz, a seamless blend of blueberries and cream dressed up with savory notes of dark earth and dark coffee. Full-bodied and creamy textured, this densely concentrated wine should be at its best now-2020.",Jimmy Section,@JoeCz
75398,75362,Australia,South Australia,Clare Valley,Kilikanoon,Kilikanoon 2006 Oracle Shiraz (Clare Valley),Shiraz,70.0,91,Joe Czerwinski,"Dark and chocolaty in style, with hints of earth and espresso oozing in. This is a big, heavy, fudge-like Shiraz that comes across as impressive for its concentration if not for any sense of elegance or finesse. Might improve with aging, but might not; a gamble, so drink it over the next couple of years.",Oracle,@JoeCz
75400,75364,Australia,New South Wales,Hunter Valley,Brokenwood,Brokenwood 2007 Graveyard Vineyard Shiraz (Hunter Valley),Shiraz,125.0,91,Joe Czerwinski,"One of the Hunter Valley's top bottlings, Brokenwood's Graveyard Vineyard is still marked by hints of toasty oak at this young stage in its evolution. Vanilla accents lifted sour cherry and cranberry aromas, but on the palate the flavors darken and deepen, trending toward black cherries and plum. Has a nicely balanced, silky texture in the mouth, then a firm, long finish suggesting cellaring. Drink 2012-2025.",Graveyard Vineyard,@JoeCz
75564,75522,Australia,Victoria,Yarra Valley,Yarra Yering,Yarra Yering 2010 Underhill Shiraz (Yarra Valley),Shiraz,90.0,93,Joe Czerwinski,"From dry-grown vines planted in 1973, this is classic Yarra Yering Shiraz, boasting hints of cracked pepper, earthy notes of root vegetables and hints of brown-sugar oak. It's medium bodied and crisp, with peppery, plummy, cigarbox flavors and a long, mouthwatering finish. Drink now–2025.",Underhill,@JoeCz
75570,75528,Australia,South Australia,Barossa Valley,John Duval Wines,John Duval Wines 2014 Entity Shiraz (Barossa Valley),Shiraz,40.0,93,Joe Czerwinski,"Dark berry and plum fruit dominates, but hints of mint, vanilla and cedar add interest. Somewhere between silky and velvety, this full-bodied, richly textured Shiraz finishes long and appears to have the tannic structure to age well, though it's delicious now.",Entity,@JoeCz
75913,75871,Australia,Western Australia,Western Australia,Frankland Estate,Frankland Estate 2000 Isolation Ridge Vineyard Chardonnay (Western Australia),Chardonnay,20.0,90,Joe Czerwinski,"Starts off slowly, but opens considerably with air—so much so that it's probably worth decanting as you might a bottle of young white Burgundy. It's buttery and full, yet possesses a stony mineral quality that gives it balance. Initial peppery-spicy notes on the finish smooth out the longer it sits in the glass. Editors' Choice.",Isolation Ridge Vineyard,@JoeCz
75930,75887,Australia,Western Australia,Margaret River,Franklin Tate,Franklin Tate 2014 Tate Chardonnay (Margaret River),Chardonnay,15.0,88,Joe Czerwinski,"This plump, succulent wine is a solid value. Understated toast frames pineapple and melon in this fruit-driven style. Drink this crisp, appealing quaffer now–2018.",Tate,@JoeCz
75936,75893,Australia,Victoria,Mornington Peninsula,Kooyong,Kooyong 2015 Clonale Chardonnay (Mornington Peninsula),Chardonnay,36.0,87,Joe Czerwinski,"Kooyong's entry-level Chardonnay features glimpses of oak in its hints of vanilla, cinnamon and clove, but remains fruit-focused. Vibrant pineapple fruit zips along the palate, ending clean and refreshing.",Clonale,@JoeCz
76384,76351,Australia,South Australia,Barossa,Jacob's Creek,Jacob's Creek 2010 Reserve Shiraz (Barossa),Shiraz,13.0,88,Joe Czerwinski,"Pretty impressive for the price, offering mint and cedar aromas followed by flavors of black cherry. There's also a sturdy core of savory elements, like roasted meat and coffee. The wine is full bodied and velvety in texture, with a long, mouthwatering finish. Drink now and over the next few years.",Reserve,@JoeCz
76424,76392,Australia,Victoria,Heathcote,Jasper Hill,Jasper Hill 2012 Georgia's Paddock Shiraz (Heathcote),Shiraz,85.0,95,Joe Czerwinski,"When the alcohol levels are reined in to appropriate levels, this can be one of Australia's top Shiraz. The 2012 is a stunning example of balance and finesse, combining youthful scents of cassis and toasty oak with floral elements. There's ample weight and texture yet silky elegance at the same time, while already complex notes of orange pekoe and black currant are sure to gain even more with five or 10 years of cellaring. Drink 2020–2030.",Georgia's Paddock,@JoeCz
76748,76714,Australia,South Australia,McLaren Vale,Fox Creek,Fox Creek 2013 Jim's Script Red (McLaren Vale),Bordeaux-style Red Blend,25.0,89,Joe Czerwinski,"This blended red brings in four of the five Bordeaux varieties (61% Cabernet Sauvignon, 27% Merlot, 8% Cabernet Franc, 4% Petit Verdot). Some prominent mint notes may limit its appeal, but it's otherwise a classic example of the genre, accenting cassis fruit with hints of vanilla and cedar. Despite the ample alcohol and a bit of warmth, there's also some austerity and firmness to the tannins. Drink 2018–2025.",Jim's Script,@JoeCz
76785,76751,Australia,New South Wales,Hunter Valley,Brokenwood,Brokenwood 2007 ILR Reserve Semillon (Hunter Valley),Sémillon,48.0,90,Joe Czerwinski,"The ILR Reserve continues to be one of the top Hunter Semillons available in the U.S. The 2007 remains youthful, showing a pretty array of citrus aromas and flavors, medium body and a crisp texture. In another few years, this medium-bodied wine should start to develop nuances of honey and toast. Best after 2017.",ILR Reserve,@JoeCz
76913,76879,Australia,South Australia,Clare Valley,Wakefield,Wakefield 2010 The Visionary Exceptional Parcel Release Cabernet Sauvignon (Clare Valley),Cabernet Sauvignon,180.0,92,Joe Czerwinski,"This wine is defined by oak from start to finish, with brown sugar and liquid-smoke notes pervading. Undoubtedly there's some fruit in support, which fills out the wine's frame and adds some firm tannins to the mix, providing for potential longevity. The only question is whether it will hold up in the long term.",The Visionary Exceptional Parcel Release,@JoeCz
76995,76960,Australia,Western Australia,Great Southern,Plantagenet,Plantagenet 2008 Omrah Shiraz (Great Southern),Shiraz,20.0,91,Joe Czerwinski,"A step up from the winery's entry-level Hazard Hill bottling, the 2008 Omrah Shiraz is another terrific value. It takes plummy fruit and cedary oak, then ups the ante with complex notes of smoked meat and leather while silky tannins line the long finish. Drink now–2020.",Omrah,@JoeCz
77038,77003,Australia,South Australia,Clare Valley,Pikes,Pikes 2003 Eastside Shiraz (Clare Valley),Shiraz,26.0,89,Joe Czerwinski,"Five years after the vintage, this is a fully mature Shiraz that shows off the Clare Valley's trademark acidity. Savory notes of bacon and spice add complexity to plum-like fruit, while the tannins are supple—the structure here is acid-based, not reliant on heavy extraction.",Eastside,@JoeCz
77063,77028,Australia,South Australia,South Australia,Penfolds,Penfolds 2008 Grange Shiraz (South Australia),Shiraz,850.0,98,Joe Czerwinski,"This has all the size and weight you've come to expect from Australia's most famous wine. Huge fruit and huge oak combine in a full-bodied, richly textured package that delivers waves of toasted coconut, vanilla and intense dark berries yet remains embryonic more than five years after the harvest. That said, the texture isn't quite as tight or as fine as some other vintages—expect this to be early maturing by Grange standards, and best from 2020–2040.",Grange,@JoeCz
77071,77036,Australia,South Australia,Barossa Valley,Penfolds,Penfolds 2009 RWT Shiraz (Barossa Valley),Shiraz,150.0,96,Joe Czerwinski,"RWT (unromantically derived from “Red Wine Trial”) is 100% Barossa Valley Shiraz, aged in 100% French oak. In some vintages, like this one, the combination is incredibly sumptuous, offering layers of blueberry and blackberry fruit intermingled elegantly with hints of French vanilla. It's long, subtle and complex on the finish—a stunning effort. It's approachable now, but should age well through 2030 or so.",RWT,@JoeCz
77072,77037,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2007 RunRig Shiraz-Viognier (Barossa Valley),Shiraz-Viognier,225.0,96,Joe Czerwinski,"Winemaker Dave Powell is no longer with Torbreck, but the 2007 RunRig is one of his finest efforts. The complexity is almost overwhelming, as the aromas range from peppery spice and roasted meat to blueberry and tappanade. It's mouth filling and expansive, yet retains fine acids and just the right amount of slightly dusty tannins on the long finish. Approachable now, but capable of lasting at least though 2020.",RunRig,@JoeCz
77077,77042,Australia,South Australia,Barossa,John Duval Wines,John Duval Wines 2010 Eligo Shiraz (Barossa),Shiraz,100.0,95,Joe Czerwinski,"This is likely the most ageworthy Shiraz winemaker John Duval has crafted since leaving Penfolds. The oak is subtle, the fruit still tight. It's full bodied but bursting with potential, shown in hints of black cherries and plums, mocha and mint. The finish is long, mouthwatering and softly dusty in texture, making it luscious yet firm. Drink 2018–2030.",Eligo,@JoeCz
77079,77044,Australia,South Australia,Barossa Valley,Kilikanoon,Kilikanoon 2009 R Reserve Shiraz (Barossa Valley),Shiraz,105.0,95,Joe Czerwinski,"The fruit for this offering comes from the Green's and Crowhurst vineyards. This wine brings a a sense of cellarworthiness, from the inky color and dense, impenetrable bouquet to the richly tannic palate and long, plushly textured finish. Right now, it delivers hints of toast and mint, blueberry and plum fruit and savory notes of roasted meat and mocha. Drink 2018–2025+.",R Reserve,@JoeCz
77081,77046,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2007 The Factor Shiraz (Barossa Valley),Shiraz,125.0,95,Joe Czerwinski,"With aromas and flavors that range widely from grilled meat, espresso and black olive to dried herbs, cracked pepper and blueberry, this is an enormously complex wine. It's full bodied but balanced by ample acidity, which imparts terrific length to the finish. Drink now–2017, possibly longer.",The Factor,@JoeCz
77204,77167,Australia,South Australia,Clare Valley,Pikes,Pikes 2014 Hills & Valleys Riesling (Clare Valley),Riesling,15.0,90,Joe Czerwinski,"Despite its modest alcohol level, this bottling speaks of ripe fruit. Lime and bergamot aromas bring a floral element, while the flavors are of tangerine and nectarine. A touch of residual sugar adds roundness to the mouthfeel.",Hills & Valleys,@JoeCz
77205,77168,Australia,South Australia,Adelaide Hills,Loom,Loom 2013 SV Pinot Noir (Adelaide Hills),Pinot Noir,28.0,90,Joe Czerwinski,"It's refreshing to see another importer take a chance on Pinot Noir from the Adelaide Hills, a region that can reliably ripen the variety at reasonable crop loads. This is a rounder, more supple style of Pinot than most from Australia, with cola, spice and cherry notes reminiscent of Dr. Pepper, or of some Pinots from California's Russian River Valley. Drink now–2020.",SV,@JoeCz
77206,77169,Australia,Victoria,Pyrenees,Tournon by Michel Chapoutier,Tournon by Michel Chapoutier 2012 Shay's Flat Vineyard Shiraz (Pyrenees),Shiraz,36.0,90,Joe Czerwinski,"As one might expect from a Rhône-based producer, this is a meaty, earthy rendering of Shiraz. It's only medium bodied, but frames its black olive and spice flavors in dry, dusty tannins. Drink now–2020.",Shay's Flat Vineyard,@JoeCz
77470,77433,Australia,South Australia,McLaren Vale,Tapestry,Tapestry 2006 Cadenzia Old Vine Grenache (McLaren Vale),Grenache,25.0,87,Joe Czerwinski,"This is the sort of wine that should generate some enthusiasm in America for Australian Grenache. It's full-bodied, but soft and cuddly, an easy-drinking, fruit-and-oak blend with flavors of vanilla and jammy fruit. The only quibble is the relatively fast fade on the finish. Drink now.",Cadenzia Old Vine,@JoeCz
77825,77790,Australia,Western Australia,Frankland River,Frankland Estate,Frankland Estate 2013 Rocky Gully Shiraz (Frankland River),Shiraz,25.0,91,Joe Czerwinski,"From a remote Western Australia region, this is a fine value. Ripe mulberries and cracked pepper mingle easily on the nose, picking up a hint of mint on the palate. It's medium to full in body, with a supple, creamy texture and a long silky finish.",Rocky Gully,@JoeCz
77832,77796,Australia,South Australia,McLaren Vale,Wit's End,Wit's End 2014 Luna Shiraz (McLaren Vale),Shiraz,18.0,91,Joe Czerwinski,"A splash of Barbera enlivens this wine, which boasts boysenberry, understated earthy notes and a dash of vanilla. The tannins are firm, suggesting at least 10 years of ageability.",Luna,@JoeCz
77918,77881,Australia,South Australia,McLaren Vale,Chapel Hill,Chapel Hill 2010 Bush Vine Grenache (McLaren Vale),Grenache,36.0,92,Joe Czerwinski,"For an Australian Grenache, this has an invitingly cool, herbal bouquet, hinting at dried flowers and black tea. But it's unapologetically full-bodied and rich on the palate, adding black cherries and dark chocolate to the mix. It's warm, velvety and almost fudge-like on the finish yet not raisiny at all. Drink it over ?the next few years.",Bush Vine,@JoeCz
78050,78015,Australia,Western Australia,Frankland River,Frankland Estate,Frankland Estate 2014 Isolation Ridge Vineyard Riesling (Frankland River),Riesling,40.0,91,Joe Czerwinski,"Despite its modest alcohol content, this is a medium-bodied dry wine. Like the wines from some Mosel vineyards, the fruit notes hint at red berries or stone fruit in this vintage, backed by strong citrus flavors. This should age well through at least 2025.",Isolation Ridge Vineyard,@JoeCz
