,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
79282,79245,Italy,Central Italy,Montefalco Rosso,Cantina Tudernum,Cantina Tudernum 2010 Fidenzio  (Montefalco Rosso),Red Blend,30.0,87,Kerin O’Keefe,"Here's a blend of 65% Sangiovese, 20% Merlot and 15% Sagrantino that features aromas of toasted oak, leafy underbrush and freshly ground black pepper. The palate offers up dried black cherry, espresso, roasted coffee bean, graphite and licorice alongside drying tannins. It's evolving quickly so enjoy soon.",Fidenzio,@kerinokeefe
79308,79271,Italy,Sicily & Sardinia,Terre Siciliane,Tenute Orestiadi,Tenute Orestiadi 2016 Molino a Vento Rosato (Terre Siciliane),Rosato,12.0,86,Kerin O’Keefe,"Fruity and fresh, this has aromas of red berry and pomegranate. The scents flow through to the easygoing palate along with raspberry and bright acidity.",Molino a Vento,@kerinokeefe
79349,79313,Italy,Tuscany,Morellino di Scansano,Cecchi,Cecchi 2011 La Mora Riserva  (Morellino di Scansano),Red Blend,35.0,89,Kerin O’Keefe,"Spiced plum, blue flower and a whiff of baking spice lead the nose. The ripe palate offers juicy black cherry, toast, espresso, clove and a hint of sage alongside polished tannins.",La Mora Riserva,@kerinokeefe
79364,79327,Italy,Tuscany,Vino Nobile di Montepulciano,Trerose,Trerose 2010 Simposio  (Vino Nobile di Montepulciano),Sangiovese,56.0,89,Kerin O’Keefe,"This structured red opens with aromas of plum, underbrush, exotic spice and coffee. The palate offers black cherry, vanilla, toasted oak, anisette and espresso alongside bracing tannins that dry out the finish.",Simposio,@kerinokeefe
79371,79333,Italy,Tuscany,Toscana,Tua Rita,Tua Rita 2011 Per Sempre Syrah (Toscana),Syrah,300.0,89,Kerin O’Keefe,"Mature black fruit, spice, underbrush and tobacco aromas lead the nose on this full-bodied wine. The round, robust palate delivers spicy plum, blackberry, ground black pepper and licorice alongside big but velvety tannins. The heat of alcohol is evident.",Per Sempre,@kerinokeefe
79375,79337,Italy,Tuscany,Chianti Classico,Bibbiano,Bibbiano 2010 Vigna del Capannino Gran Selezione  (Chianti Classico),Sangiovese,35.0,89,Kerin O’Keefe,"Aromas suggest grilled herb, leather, tilled earth and mature berry with a balsamic note. The palate offers crunchy red berry, menthol, sage and white pepper alongside round but not very persistent tannins.",Vigna del Capannino Gran Selezione,@kerinokeefe
79415,79379,Italy,Sicily & Sardinia,Erice,Fazio,Fazio 2008 Pietra Sacra Rosso Riserva Nero d'Avola (Erice),Nero d'Avola,90.0,90,Kerin O’Keefe,"This opens with aromas of red berry, baking spice, violet, tobacco and a funky whiff of game. The smooth palate delivers dried cherry, raspberry jam, cocoa and carob accompanied by velvety tannins.",Pietra Sacra Rosso Riserva,@kerinokeefe
79416,79380,Italy,Sicily & Sardinia,Sicilia,Feudo Arancio,Feudo Arancio 2012 Riserva Nero d'Avola (Sicilia),Nero d'Avola,20.0,90,Kerin O’Keefe,"Made entirely with Nero d'Avola, this round, chewy red offers ripe wild cherry, crushed raspberry, cinnamon and vanilla flavors. Smooth, velvety tannins support the juicy flavors and give it a polished texture. It's savory and accessible and will offer pure drinking enjoyment over the next few years.",Riserva,@kerinokeefe
79425,79389,Italy,Sicily & Sardinia,Marsala,Florio,Florio NV Donna Franca Superiore Riserva  (Marsala),Grillo,35.0,90,Kerin O’Keefe,"Made with 100% Grillo, this full-bodied dessert wine opens with aromas of apricot jam and candied date while the rich palate offers cooked plum, white almond and a hint of caramel. It has just enough freshness to offset the sweet flavors and lend balance.",Donna Franca Superiore Riserva,@kerinokeefe
79447,79410,Italy,Piedmont,Barbaresco,Punset,Punset 2008 Campo Quadro Riserva  (Barbaresco),Nebbiolo,40.0,89,Kerin O’Keefe,"This Barbaresco Riserva offers classic rose, leather and truffle aromas. The palate has a core of wild cherry fruit and spice undertones, but it finishes with drying wood tannins.",Campo Quadro Riserva,@kerinokeefe
79456,79419,Italy,Piedmont,Barolo,Deltetto,Deltetto 2009 Sistaglia  (Barolo),Nebbiolo,50.0,89,Kerin O’Keefe,"This Barolo shows overripe berry aromas punctuated by orange peel, balsamic herb and toast notes. While the palate offers ripe black fruit, spice and big, round tannins, it's somewhat evolved. Drink soon.",Sistaglia,@kerinokeefe
79515,79478,Italy,Sicily & Sardinia,Sicilia,Gurra di Mare,Gurra di Mare 2011 Tirsat White (Sicilia),White Blend,26.0,86,Kerin O’Keefe,"Made from a 50-50 blend of Chardonnay and Viognier, it features aromas of yellow peach, apricot and a hint of baked bread. The palate is less expressive however, with a thick honey-like consistency but not much flavor.",Tirsat,@kerinokeefe
79558,79520,Italy,Piedmont,Barbaresco,Rivetto,Rivetto 2011 Cè Vanin  (Barbaresco),Nebbiolo,40.0,91,Kerin O’Keefe,"Fresh red rose, blue flower, bright red berry and baking spices lead the nose on this structured wine. The palate delivers juicy red cherry, cinnamon and white pepper alongside notes of mint and balsamic herbs. It's a bit austere with bracing tannins that need time to soften. Drink after 2017.",Cè Vanin,@kerinokeefe
79560,79522,Italy,Piedmont,Barolo,Domenico Clerico,Domenico Clerico 2010 Ciabot Mentin  (Barolo),Nebbiolo,90.0,91,Kerin O’Keefe,"Mint, anisette and red berry aromas lead the nose. These follow through to the palate along with licorice, espresso, coffee, toasted oak and black pepper. It's tightly framed with drying wood tannins, but the bright fruit stands up to the strong oak influence. Drink after 2020.",Ciabot Mentin,@kerinokeefe
79639,79603,Italy,Veneto,Valpolicella Ripasso,Gino Fasoli,Gino Fasoli 2015 Tasi  (Valpolicella Ripasso),Red Blend,45.0,89,Kerin O’Keefe,"A blend of 40% Corvina, 40% Corvinone, 15% Rondinella and 5% Oseleta, this opens with aromas of blackberry, raisin and toasted almond. The rich approachable palate offers concentrated black cherry, red plum and a touch of cinnamon alongside supple tannins. Enjoy through 2021.",Tasi,@kerinokeefe
79645,79609,Italy,Piedmont,Barolo,Negretti,Negretti 2013 Rive  (Barolo),Nebbiolo,69.0,89,Kerin O’Keefe,"Aromas of exotic spice, forest floor and a balsamic note emerge in the glass while the full-bodied palate doles out ripe red cherry, cranberry, licorice and clove. Assertive, rather grainy tannins and bright acidity provide support. It's still rather austere so give the tannins a few more years to unwind. Drink 2020–2025.",Rive,@kerinokeefe
79697,79660,Italy,Piedmont,Alta Langa,Cocchi,Cocchi 2011 Totocorde Brut Sparkling (Alta Langa),Sparkling Blend,38.0,91,Kerin O’Keefe,"White flower, toasted nut, citrus and white stone fruit aromas set the tone on this crisp sparkler. The elegant palate offers creamy pear, yellow apple, nectarine zest and bread crust alongside fresh acidity that brightens the rich flavors. An elegant perlage conveys finesse.",Totocorde Brut,@kerinokeefe
79766,79735,Italy,Northeastern Italy,Trento,Altemasi,Altemasi 2006 Graal Brut Riserva Sparkling (Trento),Sparkling Blend,55.0,89,Kerin O’Keefe,"A blend of 70% Chardonnay and 30% Pinot Nero, this delivers sensations of ripe Golden Delicious apple, acacia flower, toasted nuts and honey. The creamy palate is brightened by soft acidity and a refined perlage.",Graal Brut Riserva,@kerinokeefe
79767,79736,Italy,Piedmont,Alta Langa,Banfi,Banfi 2010 Cuvée Aurora Rosé Pinot Nero (Alta Langa),Pinot Nero,30.0,89,Kerin O’Keefe,"Made with 100% Pinot Nero, this delivers a fragrance of rose and perfumed red berry. The lively palate offers wild strawberry layered with raspberry, pink grapefruit, light spice and white almond alongside bright acidity and a persistent perlage.",Cuvée Aurora Rosé,@kerinokeefe
79769,79738,Italy,Lombardy,Franciacorta,Lantieri de Paratico,Lantieri de Paratico NV Brut Sparkling (Franciacorta),Sparkling Blend,29.0,89,Kerin O’Keefe,"Delicate fragrances suggest white flower, acacia, lemon drop, brioche and stone fruit. A blend of 90% Chardonnay and 10% Pinot Bianco, the fresh and lively palate delivers juicy apple, yellow peach, mineral and white almond alongside crisp acidity and a soft mousse. A mineral note signals the finish.",Brut,@kerinokeefe
79776,79745,Italy,Northeastern Italy,Trento,Rotari,Rotari 2010 Alpe Regis Rosé Sparkling (Trento),Sparkling Blend,19.0,89,Kerin O’Keefe,"This blend of Pinot Noir and Chardonnay features yeasty aromas of baked bread, ripe red apple and spice. The tangy palate delivers sour cherry, strawberry and candied nectarine alongside a ginger note and brisk acidity.",Alpe Regis Rosé,@kerinokeefe
79778,79747,Italy,Lombardy,Franciacorta,Ca' del Bosco,Ca' del Bosco 2009 Vintage Collection Saten Sparkling (Franciacorta),Sparkling Blend,75.0,89,Kerin O’Keefe,"Aromas of white flowers, baking spices, pear and a whiff of toasted nuts waft from the glass. The crisp palate serves up juicy yellow apple, toasted walnut and yeasty notes of freshly baked bread alongside brisk acidity and vibrant, persistent bubbles.",Vintage Collection Saten,@kerinokeefe
79819,79788,Italy,Sicily & Sardinia,Carignano del Sulcis,Sardus Pater,Sardus Pater 2008 Riserva Arruga  (Carignano del Sulcis),Carignano,58.0,90,Kerin O’Keefe,"Made from very old, ungrafted, bush-trained vines cultivated close to the sea, this suggests Mediterranean sea breezes, brush and herbs along with dark cherry and ripe black fruit. The palate offers mature black cherry, mineral, licorice and saline alongside polished tannins. Enjoy soon to capture the fruit.",Riserva Arruga,@kerinokeefe
79820,79789,Italy,Sicily & Sardinia,Alcamo,Tenuta Rapitalà,Tenuta Rapitalà 2012 Cielo d'Alcamo Sauvignon (Alcamo),Sauvignon,37.0,90,Kerin O’Keefe,"Aromas of toasted walnut, nectarine zest and dried apricot carry over to the palate, along with notes of maple syrup, lemon cream, honey and vanilla. Bright acidity stops it from being cloying.",Cielo d'Alcamo,@kerinokeefe
79859,79828,Italy,Sicily & Sardinia,Etna,Patria,Patria 2016 Femina  (Etna),White Blend,28.0,89,Kerin O’Keefe,"Made with native grapes Carricante, Catarratto and Minnella, this has delicate enticing scents of yellow wild flower, citrus, orchard fruit and aromatic herb. The bright ethereal palate shows yellow peach and lemon drop alongside crisp acidity.",Femina,@kerinokeefe
79869,79838,Italy,Tuscany,Val di Cornia Suvereto,Gualdo del Re,Gualdo del Re 2008 I'Rennero Merlot (Val di Cornia Suvereto),Merlot,75.0,85,Kerin O’Keefe,"This Tuscan Merlot opens with dominant aromas of raw wood and wood chips with hints of black fruit muffled beneath the surface. Oak is also at the forefront of the palate, followed by toast, espresso and vanilla. There's not enough fruit richness to carry off the oak, and it finishes on a bitter note of astringent wood tannins.",I'Rennero,@kerinokeefe
79872,79841,Italy,Tuscany,Toscana,Tommasi,Tommasi 2012 Poggio al Tufo Vermentino (Toscana),Vermentino,15.0,84,Kerin O’Keefe,"This Vermentino opens with restrained aromas of stone fruit and acacia flower. The palate seems tired, but offers up dried apricot, lemon zest, yellow peach and bitter almond-skin notes.",Poggio al Tufo,@kerinokeefe
79875,79844,Italy,Central Italy,Verdicchio dei Castelli di Jesi,Sartarelli,Sartarelli 2012 Brut  (Verdicchio dei Castelli di Jesi),Verdicchio,18.0,84,Kerin O’Keefe,"This simple sparker from central Italy's Marche region offers ripe pear and lemon peel sensations accompanied by large, persistent bubbles. It ends on a bitter almond note.",Brut,@kerinokeefe
79883,79852,Italy,Central Italy,Montepulciano d'Abruzzo,Cantina Tollo,Cantina Tollo 2009 Riserva Cagiòlo  (Montepulciano d'Abruzzo),Montepulciano,37.0,84,Kerin O’Keefe,"This wine opens with aromas of overripe black fruit, coffee, oak and hints of balsamic herbs. The palate, however, is rather tired; most of the fruit has dried up, leaving oak, espresso and alcohol sensations that finish abruptly.",Riserva Cagiòlo,@kerinokeefe
79954,79923,Italy,Tuscany,Chianti Classico,Vignamaggio,Vignamaggio 2012 Monna Lisa Gran Selezione  (Chianti Classico),Red Blend,45.0,91,Kerin O’Keefe,"A blend of 80% Sangiovese, 10% Merlot and 10% Cabernet Sauvignon, this opens with aromas that recall mature plum, violet, oak and a whiff of exotic spice. The structured palate offers dried black cherry, star anise and a whiff of grilled herb alongside firm, refined tannins that give the finish grip.",Monna Lisa Gran Selezione,@kerinokeefe
79959,79928,Italy,Tuscany,Chianti Classico,Castello di Fonterutoli,Castello di Fonterutoli 2013 Ser Lapo Riserva  (Chianti Classico),Red Blend,30.0,91,Kerin O’Keefe,"Underbrush, grilled herb, roasted coffee bean and dark-skinned berry aromas unfold in the glass. The elegantly structured palate delivers red cherry, raspberry, sage, anise and clove framed in bright acidity and fine-grained tannins. Drink through 2020.",Ser Lapo Riserva,@kerinokeefe
79960,79929,Italy,Tuscany,Chianti Classico,Castello di Radda,Castello di Radda 2012 Riserva  (Chianti Classico),Sangiovese,28.0,91,Kerin O’Keefe,"Underbrush, tilled earth, leather, ripe berry and a whiff of baking spice aromas meld together on this fragrant wine. The savory, refined palate offers juicy wild cherry, crushed raspberry, licorice and a tobacco note framed in firm, polished tannins. Drink through 2020.",Riserva,@kerinokeefe
79961,79930,Italy,Tuscany,Chianti Classico,Castello Vicchiomaggio,Castello Vicchiomaggio 2012 La Prima Gran Selezione  (Chianti Classico),Red Blend,50.0,91,Kerin O’Keefe,"Subdued aromas of menthol, cassis, clove and sunbaked earth slowly unfold in the glass. The round, juicy palate offers mature black cherry, spiced blackberry, mocha and grilled herb alongside dusty tannins. Drink 2018–2024.",La Prima Gran Selezione,@kerinokeefe
79972,79940,Italy,Tuscany,Chianti Classico,Badia a Coltibuono,Badia a Coltibuono 2011 Cultus Boni Riserva  (Chianti Classico),Red Blend,30.0,90,Kerin O’Keefe,"Aromas of scorched earth, underbrush, grilled porcini and black plum emerge. The round, concentrated palate doles out dried black cherry, raspberry compote, anise and nutmeg alongside velvety tannins. Thanks to the juicy fruit, you can barely detect the warmth of alcohol on the close.",Cultus Boni Riserva,@kerinokeefe
79977,79945,Italy,Tuscany,Chianti Classico,Castello di Verrazzano,Castello di Verrazzano 2012 Riserva  (Chianti Classico),Red Blend,40.0,90,Kerin O’Keefe,"Fragrant blue flower, plum and a whiff of mocha slowly emanate from the glass. The taut, savory palate presents Morello cherry, black raspberry, licorice and clove, while polished tannins and fresh acidity provide balance and structure. Drink through 2022.",Riserva,@kerinokeefe
80075,80043,Italy,Tuscany,Brunello di Montalcino,Fattoria dei Barbi,Fattoria dei Barbi 2012 Vigna del Fiore  (Brunello di Montalcino),Sangiovese,80.0,92,Kerin O’Keefe,"Earthy aromas of truffle, leather, dried herb and dark berry slowly take shape in this full-bodied red. Smooth and concentrated, the palate doles out fleshy wild cherry, raspberry compote, and savory orange zest and star anise notes, framed by fine-grained tannins. Drink 2019–2025.",Vigna del Fiore,@kerinokeefe
80079,80047,Italy,Tuscany,Chianti Rufina,Selvapiana,Selvapiana 2012 Vigneto Bucerchiale  (Chianti Rufina),Sangiovese,35.0,92,Kerin O’Keefe,"Ripe berry, new leather, dark spice and a balsamic note are some of the aromas you'll find in this full-bodied red. The firm palate offers black cherry, fresh mint and clove set against a backbone of fine-grained tannins that lend polish and structure. It's already impressive but will continue to develop. Drink 2020–2030.",Vigneto Bucerchiale,@kerinokeefe
